股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11014,0,持平,2026-09-07
台光電,2383,4750,0,持平,2026-09-07
聯發科,2454,5186,98,加碼,2026-09-07
奇鋐,3017,5949,0,持平,2026-09-07
欣興,3037,20300,0,持平,2026-09-07
緯穎,6669,6491,0,持平,2026-09-07
國巨*,2327,24987,0,持平,2026-09-07
健策,3653,2447,0,持平,2026-09-07
旺矽,6223,2476,0,持平,2026-09-07
智邦,2345,6464,0,持平,2026-09-07
台達電,2308,7240,0,持平,2026-09-07
聯電,2303,89118,0,持平,2026-09-07
日月光投控,3711,16811,0,持平,2026-09-07
南電,8046,9426,0,持平,2026-09-07
貿聯-KY,3665,4404,-188,減碼,2026-09-07
台燿,6274,5398,0,持平,2026-09-07
信驊,5274,208,0,持平,2026-09-07
富世達,6805,1731,0,持平,2026-09-07
京元電子,2449,12818,0,持平,2026-09-07
精測,6510,637,76,加碼,2026-09-07
創意,3443,372,0,持平,2026-09-07
勤誠,8210,2184,-243,減碼,2026-09-07
臻鼎-KY,4958,2712,555,加碼,2026-09-07
高力,8996,1040,-260,減碼,2026-09-07
欣銓,3264,5028,0,持平,2026-09-07
穎崴,6515,95,0,持平,2026-09-07
台表科,6278,3248,0,持平,2026-09-07
華星光,4979,924,-1260,減碼,2026-09-07
同欣電,6271,2222,0,持平,2026-09-07
新日興,3376,1740,0,持平,2026-09-07
精成科,6191,3988,0,持平,2026-09-07
金像電,2368,219,0,持平,2026-09-07
華通,2313,501,0,持平,2026-09-07
中鋼,2002,5163,0,持平,2026-09-07
大立光,3008,1,0,持平,2026-09-07
世芯-KY,3661,1,0,持平,2026-09-07
致茂,2360,1,0,持平,2026-09-07
亞德客-KY,1590,1,0,持平,2026-09-07
萬潤,6187,1,0,持平,2026-09-07
環球晶,6488,1,0,持平,2026-09-07
強茂,2481,5,0,持平,2026-09-07
譜瑞-KY,4966,1,0,持平,2026-09-07
南亞科,2408,1,0,持平,2026-09-07
金居,8358,1,0,持平,2026-09-07
廣達,2382,1,0,持平,2026-09-07
鴻海,2317,1,0,持平,2026-09-07
世界,5347,1,0,持平,2026-09-07
慧洋-KY,2637,1,0,持平,2026-09-07
南茂,8150,1,0,持平,2026-09-07
美律,2439,1,0,持平,2026-09-07
