股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12200,-600,減碼,2026-07-22
聯電,2303,76000,1000,加碼,2026-07-22
奇鋐,3017,3450,0,持平,2026-07-22
華邦電,2344,40000,0,持平,2026-07-22
欣興,3037,7530,388,加碼,2026-07-22
台光電,2383,1330,70,加碼,2026-07-22
聯發科,2454,1730,50,加碼,2026-07-22
旺矽,6223,1000,0,持平,2026-07-22
台達電,2308,2920,100,加碼,2026-07-22
智邦,2345,2260,60,加碼,2026-07-22
緯穎,6669,790,0,持平,2026-07-22
國巨*,2327,6000,0,持平,2026-07-22
日月光投控,3711,6400,0,持平,2026-07-22
臻鼎-KY,4958,6934,0,持平,2026-07-22
健策,3653,874,0,持平,2026-07-22
環球晶,6488,2350,0,持平,2026-07-22
景碩,3189,3217,0,持平,2026-07-22
嘉澤,3533,1240,0,持平,2026-07-22
南電,8046,1750,0,持平,2026-07-22
台燿,6274,1680,0,持平,2026-07-22
創意,3443,510,30,加碼,2026-07-22
南亞,1303,10700,800,加碼,2026-07-22
金像電,2368,2060,0,持平,2026-07-22
鴻勁,7769,300,0,持平,2026-07-22
高力,8996,1600,0,持平,2026-07-22
信驊,5274,110,0,持平,2026-07-22
致茂,2360,760,80,加碼,2026-07-22
旺宏,2337,10000,0,持平,2026-07-22
貿聯-KY,3665,490,114,加碼,2026-07-22
穎崴,6515,149,0,持平,2026-07-22
富世達,6805,620,0,持平,2026-07-22
鴻海,2317,3200,0,持平,2026-07-22
順達,3211,2000,200,加碼,2026-07-22
金居,8358,1750,0,持平,2026-07-22
辛耘,3583,900,0,持平,2026-07-22
力成,6239,1900,500,加碼,2026-07-22
中砂,1560,750,0,持平,2026-07-22
譜瑞-KY,4966,800,0,持平,2026-07-22
矽力*-KY,6415,900,0,持平,2026-07-22
上銀,2049,1010,0,持平,2026-07-22
光聖,6442,225,0,持平,2026-07-22
大立光,3008,60,0,持平,2026-07-22
漢唐,2404,180,40,加碼,2026-07-22
欣銓,3264,600,0,持平,2026-07-22
全新,2455,336,0,持平,2026-07-22
啟碁,6285,250,150,加碼,2026-07-22
群聯,8299,1,0,持平,2026-07-22
帆宣,6196,1,0,持平,2026-07-22
頎邦,6147,1,0,持平,2026-07-22
世界,5347,1,0,持平,2026-07-22
