股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14200,0,持平,2026-06-12
聯電,2303,72400,4400,加碼,2026-06-12
國巨*,2327,9900,0,持平,2026-06-12
欣興,3037,8960,0,持平,2026-06-12
奇鋐,3017,3250,0,持平,2026-06-12
日月光投控,3711,12101,0,持平,2026-06-12
華邦電,2344,38000,2000,加碼,2026-06-12
台光電,2383,1350,0,持平,2026-06-12
金像電,2368,4700,0,持平,2026-06-12
旺矽,6223,900,30,加碼,2026-06-12
台達電,2308,2430,0,持平,2026-06-12
聯發科,2454,1200,30,加碼,2026-06-12
智邦,2345,2100,0,持平,2026-06-12
緯穎,6669,790,0,持平,2026-06-12
臻鼎-KY,4958,5900,300,加碼,2026-06-12
健策,3653,830,0,持平,2026-06-12
嘉澤,3533,1240,0,持平,2026-06-12
貿聯-KY,3665,1090,0,持平,2026-06-12
旺宏,2337,16350,0,持平,2026-06-12
台燿,6274,1520,0,持平,2026-06-12
鴻勁,7769,279,0,持平,2026-06-12
致茂,2360,840,0,持平,2026-06-12
穎崴,6515,200,35,加碼,2026-06-12
創意,3443,430,0,持平,2026-06-12
世界,5347,9911,0,持平,2026-06-12
光聖,6442,830,0,持平,2026-06-12
高力,8996,1334,0,持平,2026-06-12
環球晶,6488,1497,0,持平,2026-06-12
頎邦,6147,5600,0,持平,2026-06-12
聯亞,3081,570,-120,減碼,2026-06-12
力旺,3529,390,0,持平,2026-06-12
富世達,6805,570,0,持平,2026-06-12
勤誠,8210,680,0,持平,2026-06-12
金居,8358,1710,0,持平,2026-06-12
南電,8046,1080,0,持平,2026-06-12
景碩,3189,1380,0,持平,2026-06-12
鴻海,2317,3200,0,持平,2026-06-12
信驊,5274,45,0,持平,2026-06-12
群聯,8299,350,0,持平,2026-06-12
南亞,1303,7000,0,持平,2026-06-12
辛耘,3583,900,0,持平,2026-06-12
譜瑞-KY,4966,900,0,持平,2026-06-12
穩懋,3105,957,0,持平,2026-06-12
帆宣,6196,870,0,持平,2026-06-12
華星光,4979,916,-84,減碼,2026-06-12
中砂,1560,600,260,加碼,2026-06-12
上銀,2049,1010,0,持平,2026-06-12
順達,3211,700,700,新增,2026-06-12
全新,2455,450,0,持平,2026-06-12
強茂,2481,1,0,持平,2026-06-12
健鼎,3044,0,-1,清空,2026-06-12
