股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12900,0,持平,2026-06-23
聯電,2303,74000,1600,加碼,2026-06-23
國巨*,2327,10050,0,持平,2026-06-23
欣興,3037,8960,0,持平,2026-06-23
華邦電,2344,38800,0,持平,2026-06-23
奇鋐,3017,3250,0,持平,2026-06-23
台光電,2383,1350,0,持平,2026-06-23
聯發科,2454,1400,80,加碼,2026-06-23
旺矽,6223,900,0,持平,2026-06-23
金像電,2368,4700,0,持平,2026-06-23
智邦,2345,2100,0,持平,2026-06-23
台達電,2308,2430,0,持平,2026-06-23
臻鼎-KY,4958,6440,0,持平,2026-06-23
緯穎,6669,790,0,持平,2026-06-23
健策,3653,830,0,持平,2026-06-23
日月光投控,3711,4500,0,持平,2026-06-23
台燿,6274,1700,0,持平,2026-06-23
旺宏,2337,16350,0,持平,2026-06-23
嘉澤,3533,1240,0,持平,2026-06-23
高力,8996,1560,58,加碼,2026-06-23
創意,3443,430,0,持平,2026-06-23
環球晶,6488,2000,0,持平,2026-06-23
鴻勁,7769,279,0,持平,2026-06-23
穎崴,6515,200,0,持平,2026-06-23
世界,5347,9911,0,持平,2026-06-23
頎邦,6147,6000,400,加碼,2026-06-23
金居,8358,1950,0,持平,2026-06-23
力旺,3529,390,0,持平,2026-06-23
南亞,1303,7550,0,持平,2026-06-23
景碩,3189,1572,0,持平,2026-06-23
光聖,6442,570,-100,減碼,2026-06-23
致茂,2360,450,0,持平,2026-06-23
富世達,6805,570,0,持平,2026-06-23
貿聯-KY,3665,500,0,持平,2026-06-23
信驊,5274,45,0,持平,2026-06-23
鴻海,2317,3200,0,持平,2026-06-23
辛耘,3583,900,0,持平,2026-06-23
南電,8046,795,-285,減碼,2026-06-23
順達,3211,1560,0,持平,2026-06-23
譜瑞-KY,4966,900,0,持平,2026-06-23
矽力*-KY,6415,900,0,持平,2026-06-23
中砂,1560,800,0,持平,2026-06-23
聯亞,3081,240,-120,減碼,2026-06-23
帆宣,6196,1000,0,持平,2026-06-23
上銀,2049,1010,0,持平,2026-06-23
華星光,4979,600,0,持平,2026-06-23
全新,2455,450,0,持平,2026-06-23
群聯,8299,1,0,持平,2026-06-23
勤誠,8210,1,0,持平,2026-06-23
穩懋,3105,1,0,持平,2026-06-23
