股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-07-21
台光電,2383,4653,0,持平,2026-07-21
聯發科,2454,5131,0,持平,2026-07-21
國巨*,2327,25098,0,持平,2026-07-21
旺矽,6223,2443,0,持平,2026-07-21
智邦,2345,6334,0,持平,2026-07-21
欣興,3037,16971,364,加碼,2026-07-21
奇鋐,3017,5423,128,加碼,2026-07-21
緯穎,6669,2417,0,持平,2026-07-21
聯電,2303,86550,0,持平,2026-07-21
南電,8046,9519,0,持平,2026-07-21
台達電,2308,5567,320,加碼,2026-07-21
日月光投控,3711,16135,0,持平,2026-07-21
貿聯-KY,3665,4834,0,持平,2026-07-21
金像電,2368,8315,0,持平,2026-07-21
健策,3653,2267,0,持平,2026-07-21
台燿,6274,5160,0,持平,2026-07-21
信驊,5274,449,0,持平,2026-07-21
富世達,6805,1881,70,加碼,2026-07-21
勤誠,8210,2267,0,持平,2026-07-21
京元電子,2449,6197,0,持平,2026-07-21
萬潤,6187,1334,0,持平,2026-07-21
頎邦,6147,5752,-523,減碼,2026-07-21
精測,6510,349,0,持平,2026-07-21
穎崴,6515,130,0,持平,2026-07-21
高技,5439,2940,-294,減碼,2026-07-21
台表科,6278,4334,0,持平,2026-07-21
亞德客-KY,1590,528,0,持平,2026-07-21
同欣電,6271,2966,0,持平,2026-07-21
精成科,6191,3988,0,持平,2026-07-21
新日興,3376,1741,0,持平,2026-07-21
欣銓,3264,1508,0,持平,2026-07-21
中鋼,2002,5163,0,持平,2026-07-21
譜瑞-KY,4966,140,0,持平,2026-07-21
創意,3443,1,0,持平,2026-07-21
大立光,3008,1,0,持平,2026-07-21
世芯-KY,3661,1,0,持平,2026-07-21
嘉澤,3533,1,0,持平,2026-07-21
環球晶,6488,1,0,持平,2026-07-21
高力,8996,1,0,持平,2026-07-21
強茂,2481,5,0,持平,2026-07-21
臻鼎-KY,4958,1,0,持平,2026-07-21
金居,8358,1,0,持平,2026-07-21
廣達,2382,1,0,持平,2026-07-21
鴻海,2317,1,0,持平,2026-07-21
華通,2313,1,0,持平,2026-07-21
世界,5347,1,0,持平,2026-07-21
南茂,8150,1,0,持平,2026-07-21
美律,2439,1,0,持平,2026-07-21
富喬,1815,1,-106,減碼,2026-07-21
