股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14000,0,持平,2026-05-22
欣興,3037,8960,440,加碼,2026-05-22
聯電,2303,75500,0,持平,2026-05-22
奇鋐,3017,3250,110,加碼,2026-05-22
台光電,2383,1350,0,持平,2026-05-22
日月光投控,3711,11165,1225,加碼,2026-05-22
金像電,2368,4530,140,加碼,2026-05-22
國巨*,2327,8559,758,加碼,2026-05-22
智邦,2345,1880,0,持平,2026-05-22
緯穎,6669,760,35,加碼,2026-05-22
台達電,2308,1823,0,持平,2026-05-22
華邦電,2344,27300,0,持平,2026-05-22
旺矽,6223,560,0,持平,2026-05-22
南電,8046,3550,450,加碼,2026-05-22
貿聯-KY,3665,1285,0,持平,2026-05-22
臻鼎-KY,4958,5492,92,加碼,2026-05-22
群聯,8299,1163,0,持平,2026-05-22
信驊,5274,155,0,持平,2026-05-22
嘉澤,3533,1010,95,加碼,2026-05-22
聯發科,2454,632,410,加碼,2026-05-22
旺宏,2337,14232,0,持平,2026-05-22
致茂,2360,720,90,加碼,2026-05-22
世界,5347,9911,0,持平,2026-05-22
健策,3653,430,0,持平,2026-05-22
創意,3443,285,62,加碼,2026-05-22
穎崴,6515,165,0,持平,2026-05-22
光聖,6442,760,80,加碼,2026-05-22
鴻勁,7769,166,0,持平,2026-05-22
力旺,3529,350,45,加碼,2026-05-22
高力,8996,1070,30,加碼,2026-05-22
聯亞,3081,460,140,加碼,2026-05-22
華通,2313,4300,0,持平,2026-05-22
健鼎,3044,2300,0,持平,2026-05-22
頎邦,6147,5000,0,持平,2026-05-22
勤誠,8210,680,0,持平,2026-05-22
富世達,6805,500,0,持平,2026-05-22
金居,8358,1700,0,持平,2026-05-22
台燿,6274,551,0,持平,2026-05-22
辛耘,3583,900,0,持平,2026-05-22
文曄,3036,2365,0,持平,2026-05-22
譜瑞-KY,4966,784,0,持平,2026-05-22
順達,3211,1601,0,持平,2026-05-22
華星光,4979,860,0,持平,2026-05-22
穩懋,3105,957,0,持平,2026-05-22
上銀,2049,1010,0,持平,2026-05-22
強茂,2481,2510,0,持平,2026-05-22
帆宣,6196,410,300,加碼,2026-05-22
全新,2455,300,0,持平,2026-05-22
中砂,1560,78,0,持平,2026-05-22
國泰金,2882,1,-6984,減碼,2026-05-22
