股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,9400,-200,減碼,2026-09-22
聯發科,2454,2210,0,持平,2026-09-22
奇鋐,3017,2850,0,持平,2026-09-22
聯電,2303,60000,0,持平,2026-09-22
欣興,3037,8460,0,持平,2026-09-22
台光電,2383,1600,0,持平,2026-09-22
健策,3653,1115,0,持平,2026-09-22
旺矽,6223,1100,0,持平,2026-09-22
台達電,2308,2900,70,加碼,2026-09-22
創意,3443,646,1,加碼,2026-09-22
國巨*,2327,8000,0,持平,2026-09-22
緯穎,6669,1868,-120,減碼,2026-09-22
智邦,2345,2060,-120,減碼,2026-09-22
景碩,3189,4000,0,持平,2026-09-22
南電,8046,2770,0,持平,2026-09-22
南亞,1303,13500,0,持平,2026-09-22
貿聯-KY,3665,1293,0,持平,2026-09-22
台燿,6274,1900,0,持平,2026-09-22
環球晶,6488,2800,0,持平,2026-09-22
高力,8996,1625,45,加碼,2026-09-22
信驊,5274,120,0,持平,2026-09-22
富世達,6805,840,0,持平,2026-09-22
大立光,3008,280,0,持平,2026-09-22
致茂,2360,680,-90,減碼,2026-09-22
京元電子,2449,4000,500,加碼,2026-09-22
南亞科,2408,2000,0,持平,2026-09-22
川湖,2059,75,10,加碼,2026-09-22
鴻海,2317,3200,0,持平,2026-09-22
鴻勁,7769,130,0,持平,2026-09-22
聯鈞,3450,1500,0,持平,2026-09-22
順達,3211,2000,0,持平,2026-09-22
日月光投控,3711,1000,0,持平,2026-09-22
辛耘,3583,800,0,持平,2026-09-22
光聖,6442,350,0,持平,2026-09-22
強茂,2481,3000,0,持平,2026-09-22
國泰金,2882,4000,0,持平,2026-09-22
漢唐,2404,250,0,持平,2026-09-22
全新,2455,386,0,持平,2026-09-22
中砂,1560,191,0,持平,2026-09-22
長興,1717,1500,0,持平,2026-09-22
光寶科,2301,300,0,持平,2026-09-22
啟碁,6285,350,0,持平,2026-09-22
金居,8358,100,0,持平,2026-09-22
群聯,8299,1,0,持平,2026-09-22
帆宣,6196,1,0,持平,2026-09-22
上銀,2049,1,0,持平,2026-09-22
力成,6239,1,-1799,減碼,2026-09-22
欣銓,3264,1,0,持平,2026-09-22
華邦電,2344,1,0,持平,2026-09-22
旺宏,2337,1,0,持平,2026-09-22
嘉澤,3533,0,-40,清空,2026-09-22
