股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14200,0,持平,2026-06-17
聯電,2303,72400,0,持平,2026-06-17
國巨*,2327,10050,150,加碼,2026-06-17
欣興,3037,8960,0,持平,2026-06-17
華邦電,2344,38800,800,加碼,2026-06-17
奇鋐,3017,3250,0,持平,2026-06-17
台光電,2383,1350,0,持平,2026-06-17
金像電,2368,4700,0,持平,2026-06-17
旺矽,6223,900,0,持平,2026-06-17
聯發科,2454,1280,0,持平,2026-06-17
智邦,2345,2100,0,持平,2026-06-17
台達電,2308,2430,0,持平,2026-06-17
臻鼎-KY,4958,6440,0,持平,2026-06-17
緯穎,6669,790,0,持平,2026-06-17
健策,3653,830,0,持平,2026-06-17
嘉澤,3533,1240,0,持平,2026-06-17
台燿,6274,1700,50,加碼,2026-06-17
日月光投控,3711,4500,-1700,減碼,2026-06-17
旺宏,2337,16350,0,持平,2026-06-17
環球晶,6488,2000,300,加碼,2026-06-17
創意,3443,430,0,持平,2026-06-17
鴻勁,7769,279,0,持平,2026-06-17
高力,8996,1346,12,加碼,2026-06-17
穎崴,6515,200,0,持平,2026-06-17
貿聯-KY,3665,820,-160,減碼,2026-06-17
世界,5347,9911,0,持平,2026-06-17
光聖,6442,801,-29,減碼,2026-06-17
致茂,2360,610,0,持平,2026-06-17
頎邦,6147,5600,0,持平,2026-06-17
力旺,3529,390,0,持平,2026-06-17
金居,8358,1710,0,持平,2026-06-17
聯亞,3081,450,-120,減碼,2026-06-17
富世達,6805,570,0,持平,2026-06-17
景碩,3189,1380,0,持平,2026-06-17
南電,8046,1080,0,持平,2026-06-17
南亞,1303,7550,0,持平,2026-06-17
鴻海,2317,3200,0,持平,2026-06-17
信驊,5274,45,0,持平,2026-06-17
辛耘,3583,900,0,持平,2026-06-17
勤誠,8210,500,-40,減碼,2026-06-17
順達,3211,1560,0,持平,2026-06-17
譜瑞-KY,4966,900,0,持平,2026-06-17
中砂,1560,800,0,持平,2026-06-17
帆宣,6196,1000,0,持平,2026-06-17
穩懋,3105,957,0,持平,2026-06-17
矽力*-KY,6415,750,250,加碼,2026-06-17
華星光,4979,600,-50,減碼,2026-06-17
上銀,2049,1010,0,持平,2026-06-17
全新,2455,450,0,持平,2026-06-17
群聯,8299,1,0,持平,2026-06-17
