股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14200,200,加碼,2026-05-28
聯電,2303,79700,0,持平,2026-05-28
欣興,3037,8960,0,持平,2026-05-28
奇鋐,3017,3250,0,持平,2026-05-28
日月光投控,3711,12101,0,持平,2026-05-28
台光電,2383,1350,0,持平,2026-05-28
國巨*,2327,8760,0,持平,2026-05-28
金像電,2368,4700,0,持平,2026-05-28
台達電,2308,2010,0,持平,2026-05-28
智邦,2345,1950,0,持平,2026-05-28
華邦電,2344,31560,1000,加碼,2026-05-28
聯發科,2454,1000,160,加碼,2026-05-28
旺矽,6223,655,0,持平,2026-05-28
緯穎,6669,760,0,持平,2026-05-28
南電,8046,3550,0,持平,2026-05-28
嘉澤,3533,1160,0,持平,2026-05-28
群聯,8299,1163,0,持平,2026-05-28
信驊,5274,155,0,持平,2026-05-28
貿聯-KY,3665,1285,0,持平,2026-05-28
健策,3653,770,100,加碼,2026-05-28
臻鼎-KY,4958,5492,0,持平,2026-05-28
旺宏,2337,15350,0,持平,2026-05-28
致茂,2360,840,0,持平,2026-05-28
創意,3443,400,0,持平,2026-05-28
聯亞,3081,680,0,持平,2026-05-28
鴻勁,7769,219,53,加碼,2026-05-28
世界,5347,9911,0,持平,2026-05-28
光聖,6442,830,0,持平,2026-05-28
穎崴,6515,165,0,持平,2026-05-28
台燿,6274,911,110,加碼,2026-05-28
頎邦,6147,5000,0,持平,2026-05-28
力旺,3529,390,0,持平,2026-05-28
高力,8996,1169,0,持平,2026-05-28
環球晶,6488,1310,310,加碼,2026-05-28
健鼎,3044,2300,0,持平,2026-05-28
金居,8358,1700,0,持平,2026-05-28
景碩,3189,1380,0,持平,2026-05-28
勤誠,8210,680,0,持平,2026-05-28
富世達,6805,500,0,持平,2026-05-28
辛耘,3583,900,0,持平,2026-05-28
華星光,4979,1200,0,持平,2026-05-28
譜瑞-KY,4966,784,0,持平,2026-05-28
穩懋,3105,957,0,持平,2026-05-28
文曄,3036,1500,0,持平,2026-05-28
帆宣,6196,870,0,持平,2026-05-28
上銀,2049,1010,0,持平,2026-05-28
強茂,2481,2510,0,持平,2026-05-28
全新,2455,450,0,持平,2026-05-28
中砂,1560,78,0,持平,2026-05-28
華通,2313,1,-2999,減碼,2026-05-28
