股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11600,0,持平,2026-07-27
聯電,2303,76000,0,持平,2026-07-27
奇鋐,3017,3450,0,持平,2026-07-27
台光電,2383,1360,30,加碼,2026-07-27
欣興,3037,7600,0,持平,2026-07-27
華邦電,2344,40000,0,持平,2026-07-27
聯發科,2454,1730,0,持平,2026-07-27
旺矽,6223,1000,0,持平,2026-07-27
台達電,2308,3040,0,持平,2026-07-27
智邦,2345,2260,0,持平,2026-07-27
日月光投控,3711,6400,0,持平,2026-07-27
國巨*,2327,6000,0,持平,2026-07-27
緯穎,6669,600,0,持平,2026-07-27
健策,3653,931,0,持平,2026-07-27
臻鼎-KY,4958,6154,0,持平,2026-07-27
環球晶,6488,2350,0,持平,2026-07-27
嘉澤,3533,1240,0,持平,2026-07-27
景碩,3189,3217,0,持平,2026-07-27
台燿,6274,1680,0,持平,2026-07-27
創意,3443,510,0,持平,2026-07-27
南電,8046,1750,0,持平,2026-07-27
南亞,1303,10700,0,持平,2026-07-27
鴻勁,7769,300,0,持平,2026-07-27
信驊,5274,124,0,持平,2026-07-27
貿聯-KY,3665,750,70,加碼,2026-07-27
金像電,2368,1800,0,持平,2026-07-27
致茂,2360,760,0,持平,2026-07-27
高力,8996,1600,0,持平,2026-07-27
旺宏,2337,10000,0,持平,2026-07-27
富世達,6805,700,0,持平,2026-07-27
穎崴,6515,149,0,持平,2026-07-27
鴻海,2317,3200,0,持平,2026-07-27
順達,3211,2000,0,持平,2026-07-27
力成,6239,2600,0,持平,2026-07-27
中砂,1560,1000,250,加碼,2026-07-27
辛耘,3583,900,0,持平,2026-07-27
金居,8358,1750,0,持平,2026-07-27
譜瑞-KY,4966,800,0,持平,2026-07-27
矽力*-KY,6415,900,0,持平,2026-07-27
上銀,2049,1010,0,持平,2026-07-27
光聖,6442,225,0,持平,2026-07-27
大立光,3008,60,0,持平,2026-07-27
漢唐,2404,180,0,持平,2026-07-27
欣銓,3264,600,0,持平,2026-07-27
全新,2455,336,0,持平,2026-07-27
聯鈞,3450,200,200,新增,2026-07-27
啟碁,6285,250,0,持平,2026-07-27
群聯,8299,1,0,持平,2026-07-27
帆宣,6196,1,0,持平,2026-07-27
世界,5347,1,0,持平,2026-07-27
頎邦,6147,0,-1,清空,2026-07-27
