股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12800,0,持平,2026-07-21
聯電,2303,75000,0,持平,2026-07-21
奇鋐,3017,3450,0,持平,2026-07-21
華邦電,2344,40000,0,持平,2026-07-21
聯發科,2454,1680,30,加碼,2026-07-21
台光電,2383,1260,120,加碼,2026-07-21
欣興,3037,7142,78,加碼,2026-07-21
旺矽,6223,1000,0,持平,2026-07-21
台達電,2308,2820,120,加碼,2026-07-21
智邦,2345,2200,30,加碼,2026-07-21
日月光投控,3711,6400,250,加碼,2026-07-21
國巨*,2327,6000,0,持平,2026-07-21
緯穎,6669,790,0,持平,2026-07-21
臻鼎-KY,4958,6934,0,持平,2026-07-21
健策,3653,874,74,加碼,2026-07-21
環球晶,6488,2350,0,持平,2026-07-21
嘉澤,3533,1240,0,持平,2026-07-21
景碩,3189,3217,0,持平,2026-07-21
南電,8046,1750,0,持平,2026-07-21
台燿,6274,1680,-20,減碼,2026-07-21
金像電,2368,2060,0,持平,2026-07-21
創意,3443,480,0,持平,2026-07-21
鴻勁,7769,300,21,加碼,2026-07-21
南亞,1303,9900,0,持平,2026-07-21
高力,8996,1600,0,持平,2026-07-21
信驊,5274,110,0,持平,2026-07-21
致茂,2360,680,0,持平,2026-07-21
旺宏,2337,10000,0,持平,2026-07-21
穎崴,6515,149,-12,減碼,2026-07-21
富世達,6805,620,50,加碼,2026-07-21
鴻海,2317,3200,0,持平,2026-07-21
貿聯-KY,3665,376,16,加碼,2026-07-21
金居,8358,1750,0,持平,2026-07-21
順達,3211,1800,0,持平,2026-07-21
辛耘,3583,900,0,持平,2026-07-21
中砂,1560,750,0,持平,2026-07-21
譜瑞-KY,4966,800,0,持平,2026-07-21
矽力*-KY,6415,900,0,持平,2026-07-21
力成,6239,1400,500,加碼,2026-07-21
上銀,2049,1010,0,持平,2026-07-21
光聖,6442,225,-75,減碼,2026-07-21
大立光,3008,60,0,持平,2026-07-21
漢唐,2404,140,0,持平,2026-07-21
欣銓,3264,600,0,持平,2026-07-21
全新,2455,336,0,持平,2026-07-21
啟碁,6285,100,100,新增,2026-07-21
群聯,8299,1,0,持平,2026-07-21
帆宣,6196,1,0,持平,2026-07-21
頎邦,6147,1,0,持平,2026-07-21
世界,5347,1,0,持平,2026-07-21
勤誠,8210,0,-1,清空,2026-07-21
