股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14000,0,持平,2026-05-25
聯電,2303,75500,0,持平,2026-05-25
欣興,3037,8960,0,持平,2026-05-25
奇鋐,3017,3250,0,持平,2026-05-25
日月光投控,3711,12101,936,加碼,2026-05-25
台光電,2383,1350,0,持平,2026-05-25
金像電,2368,4650,120,加碼,2026-05-25
國巨*,2327,8760,201,加碼,2026-05-25
智邦,2345,1950,70,加碼,2026-05-25
緯穎,6669,760,0,持平,2026-05-25
台達電,2308,1823,0,持平,2026-05-25
華邦電,2344,29300,2000,加碼,2026-05-25
旺矽,6223,600,40,加碼,2026-05-25
南電,8046,3550,0,持平,2026-05-25
貿聯-KY,3665,1285,0,持平,2026-05-25
臻鼎-KY,4958,5492,0,持平,2026-05-25
群聯,8299,1163,0,持平,2026-05-25
嘉澤,3533,1100,90,加碼,2026-05-25
信驊,5274,155,0,持平,2026-05-25
聯發科,2454,632,0,持平,2026-05-25
旺宏,2337,14232,0,持平,2026-05-25
致茂,2360,795,75,加碼,2026-05-25
創意,3443,330,45,加碼,2026-05-25
聯亞,3081,590,130,加碼,2026-05-25
光聖,6442,830,70,加碼,2026-05-25
世界,5347,9911,0,持平,2026-05-25
健策,3653,430,0,持平,2026-05-25
穎崴,6515,165,0,持平,2026-05-25
力旺,3529,390,40,加碼,2026-05-25
華通,2313,4300,0,持平,2026-05-25
高力,8996,1130,60,加碼,2026-05-25
鴻勁,7769,166,0,持平,2026-05-25
頎邦,6147,5000,0,持平,2026-05-25
健鼎,3044,2300,0,持平,2026-05-25
勤誠,8210,680,0,持平,2026-05-25
金居,8358,1700,0,持平,2026-05-25
台燿,6274,551,0,持平,2026-05-25
富世達,6805,500,0,持平,2026-05-25
辛耘,3583,900,0,持平,2026-05-25
文曄,3036,2365,0,持平,2026-05-25
譜瑞-KY,4966,784,0,持平,2026-05-25
華星光,4979,860,0,持平,2026-05-25
穩懋,3105,957,0,持平,2026-05-25
上銀,2049,1010,0,持平,2026-05-25
強茂,2481,2510,0,持平,2026-05-25
全新,2455,450,150,加碼,2026-05-25
帆宣,6196,410,0,持平,2026-05-25
中砂,1560,78,0,持平,2026-05-25
順達,3211,1,-1600,減碼,2026-05-25
國泰金,2882,1,0,持平,2026-05-25
