股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12000,0,持平,2026-08-14
奇鋐,3017,3515,0,持平,2026-08-14
台光電,2383,1690,55,加碼,2026-08-14
聯電,2303,79000,0,持平,2026-08-14
聯發科,2454,2110,70,加碼,2026-08-14
欣興,3037,8460,0,持平,2026-08-14
旺矽,6223,1060,0,持平,2026-08-14
國巨*,2327,9785,0,持平,2026-08-14
台達電,2308,3040,0,持平,2026-08-14
智邦,2345,2307,0,持平,2026-08-14
華邦電,2344,28000,0,持平,2026-08-14
日月光投控,3711,8000,0,持平,2026-08-14
緯穎,6669,610,110,加碼,2026-08-14
健策,3653,800,0,持平,2026-08-14
信驊,5274,214,0,持平,2026-08-14
景碩,3189,4250,0,持平,2026-08-14
南電,8046,2190,0,持平,2026-08-14
台燿,6274,1680,0,持平,2026-08-14
創意,3443,510,0,持平,2026-08-14
環球晶,6488,2646,0,持平,2026-08-14
貿聯-KY,3665,1200,0,持平,2026-08-14
大立光,3008,570,60,加碼,2026-08-14
致茂,2360,1000,0,持平,2026-08-14
高力,8996,1600,0,持平,2026-08-14
南亞,1303,7421,421,加碼,2026-08-14
力成,6239,5360,0,持平,2026-08-14
嘉澤,3533,800,-250,減碼,2026-08-14
富世達,6805,700,0,持平,2026-08-14
中砂,1560,1500,0,持平,2026-08-14
旺宏,2337,7498,0,持平,2026-08-14
鴻勁,7769,130,0,持平,2026-08-14
鴻海,2317,3200,0,持平,2026-08-14
聯鈞,3450,1600,0,持平,2026-08-14
順達,3211,2000,0,持平,2026-08-14
辛耘,3583,800,0,持平,2026-08-14
金居,8358,900,0,持平,2026-08-14
光聖,6442,225,0,持平,2026-08-14
譜瑞-KY,4966,500,0,持平,2026-08-14
漢唐,2404,250,0,持平,2026-08-14
臻鼎-KY,4958,500,0,持平,2026-08-14
強茂,2481,1500,0,持平,2026-08-14
長興,1717,2500,0,持平,2026-08-14
欣銓,3264,700,0,持平,2026-08-14
全新,2455,336,0,持平,2026-08-14
啟碁,6285,350,0,持平,2026-08-14
群聯,8299,1,0,持平,2026-08-14
帆宣,6196,1,0,持平,2026-08-14
矽力*-KY,6415,1,0,持平,2026-08-14
上銀,2049,1,0,持平,2026-08-14
世界,5347,1,0,持平,2026-08-14
