股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-06-17
台光電,2383,4486,0,持平,2026-06-17
國巨*,2327,23292,500,加碼,2026-06-17
聯發科,2454,4861,0,持平,2026-06-17
智邦,2345,6334,0,持平,2026-06-17
旺矽,6223,2279,0,持平,2026-06-17
台達電,2308,6572,0,持平,2026-06-17
緯穎,6669,2492,0,持平,2026-06-17
欣興,3037,12466,0,持平,2026-06-17
奇鋐,3017,5191,0,持平,2026-06-17
金像電,2368,8315,0,持平,2026-06-17
聯電,2303,77390,0,持平,2026-06-17
日月光投控,3711,17948,0,持平,2026-06-17
貿聯-KY,3665,4834,0,持平,2026-06-17
南電,8046,10828,0,持平,2026-06-17
健策,3653,2267,0,持平,2026-06-17
台燿,6274,4927,164,加碼,2026-06-17
信驊,5274,422,0,持平,2026-06-17
穎崴,6515,436,-6,減碼,2026-06-17
精測,6510,930,0,持平,2026-06-17
富世達,6805,1811,0,持平,2026-06-17
勤誠,8210,2267,0,持平,2026-06-17
鴻海,2317,7307,0,持平,2026-06-17
嘉澤,3533,852,0,持平,2026-06-17
高力,8996,1034,0,持平,2026-06-17
萬潤,6187,1334,0,持平,2026-06-17
頎邦,6147,6275,400,加碼,2026-06-17
創意,3443,258,0,持平,2026-06-17
高技,5439,3528,0,持平,2026-06-17
譜瑞-KY,4966,1642,0,持平,2026-06-17
南茂,8150,11635,0,持平,2026-06-17
京元電子,2449,3645,0,持平,2026-06-17
臻鼎-KY,4958,1428,0,持平,2026-06-17
台表科,6278,4334,0,持平,2026-06-17
亞德客-KY,1590,530,0,持平,2026-06-17
金居,8358,980,0,持平,2026-06-17
精成科,6191,3988,0,持平,2026-06-17
環球晶,6488,350,0,持平,2026-06-17
新日興,3376,1741,0,持平,2026-06-17
同欣電,6271,1466,0,持平,2026-06-17
中鋼,2002,5163,0,持平,2026-06-17
華通,2313,329,0,持平,2026-06-17
富喬,1815,107,0,持平,2026-06-17
大立光,3008,1,0,持平,2026-06-17
世芯-KY,3661,1,0,持平,2026-06-17
美律,2439,18,0,持平,2026-06-17
強茂,2481,5,0,持平,2026-06-17
廣達,2382,1,0,持平,2026-06-17
欣銓,3264,1,0,持平,2026-06-17
世界,5347,1,0,持平,2026-06-17
