股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,10800,-200,減碼,2026-09-01
奇鋐,3017,3150,0,持平,2026-09-01
聯發科,2454,2110,0,持平,2026-09-01
台光電,2383,1600,0,持平,2026-09-01
欣興,3037,8460,0,持平,2026-09-01
聯電,2303,50000,0,持平,2026-09-01
健策,3653,1115,0,持平,2026-09-01
大立光,3008,810,0,持平,2026-09-01
旺矽,6223,1100,0,持平,2026-09-01
緯穎,6669,700,0,持平,2026-09-01
台達電,2308,2880,0,持平,2026-09-01
智邦,2345,2307,0,持平,2026-09-01
國巨*,2327,8000,-1785,減碼,2026-09-01
創意,3443,650,0,持平,2026-09-01
日月光投控,3711,6000,-1000,減碼,2026-09-01
南電,8046,2640,0,持平,2026-09-01
貿聯-KY,3665,1293,0,持平,2026-09-01
景碩,3189,3400,0,持平,2026-09-01
南亞,1303,12000,1000,加碼,2026-09-01
環球晶,6488,2800,0,持平,2026-09-01
台燿,6274,1900,0,持平,2026-09-01
信驊,5274,150,0,持平,2026-09-01
富世達,6805,1050,0,持平,2026-09-01
高力,8996,1737,0,持平,2026-09-01
致茂,2360,1000,0,持平,2026-09-01
力成,6239,5360,0,持平,2026-09-01
華邦電,2344,7000,-5000,減碼,2026-09-01
鴻海,2317,3200,0,持平,2026-09-01
順達,3211,2000,0,持平,2026-09-01
鴻勁,7769,130,0,持平,2026-09-01
辛耘,3583,800,0,持平,2026-09-01
聯鈞,3450,860,460,加碼,2026-09-01
川湖,2059,35,0,持平,2026-09-01
京元電子,2449,1700,1200,加碼,2026-09-01
嘉澤,3533,250,0,持平,2026-09-01
光聖,6442,225,0,持平,2026-09-01
旺宏,2337,3000,-1500,減碼,2026-09-01
金居,8358,600,0,持平,2026-09-01
漢唐,2404,250,0,持平,2026-09-01
長興,1717,3100,300,加碼,2026-09-01
中砂,1560,300,0,持平,2026-09-01
全新,2455,386,0,持平,2026-09-01
欣銓,3264,700,0,持平,2026-09-01
譜瑞-KY,4966,220,0,持平,2026-09-01
啟碁,6285,350,0,持平,2026-09-01
群聯,8299,1,0,持平,2026-09-01
臻鼎-KY,4958,1,0,持平,2026-09-01
帆宣,6196,1,0,持平,2026-09-01
上銀,2049,1,0,持平,2026-09-01
強茂,2481,1,0,持平,2026-09-01
世界,5347,1,0,持平,2026-09-01
