股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14200,0,持平,2026-05-29
聯電,2303,79700,0,持平,2026-05-29
欣興,3037,8960,0,持平,2026-05-29
奇鋐,3017,3250,0,持平,2026-05-29
日月光投控,3711,12101,0,持平,2026-05-29
台光電,2383,1350,0,持平,2026-05-29
國巨*,2327,8760,0,持平,2026-05-29
金像電,2368,4700,0,持平,2026-05-29
台達電,2308,2250,240,加碼,2026-05-29
華邦電,2344,33000,1440,加碼,2026-05-29
智邦,2345,1950,0,持平,2026-05-29
聯發科,2454,1000,0,持平,2026-05-29
緯穎,6669,790,30,加碼,2026-05-29
旺矽,6223,655,0,持平,2026-05-29
嘉澤,3533,1160,0,持平,2026-05-29
南電,8046,3550,0,持平,2026-05-29
群聯,8299,1163,0,持平,2026-05-29
臻鼎-KY,4958,5492,0,持平,2026-05-29
健策,3653,770,0,持平,2026-05-29
貿聯-KY,3665,1285,0,持平,2026-05-29
旺宏,2337,15350,0,持平,2026-05-29
鴻勁,7769,279,60,加碼,2026-05-29
致茂,2360,840,0,持平,2026-05-29
創意,3443,400,0,持平,2026-05-29
聯亞,3081,680,0,持平,2026-05-29
台燿,6274,1020,109,加碼,2026-05-29
信驊,5274,90,-65,減碼,2026-05-29
世界,5347,9911,0,持平,2026-05-29
光聖,6442,830,0,持平,2026-05-29
頎邦,6147,5000,0,持平,2026-05-29
環球晶,6488,1497,187,加碼,2026-05-29
穎崴,6515,165,0,持平,2026-05-29
力旺,3529,390,0,持平,2026-05-29
高力,8996,1169,0,持平,2026-05-29
健鼎,3044,2300,0,持平,2026-05-29
富世達,6805,570,70,加碼,2026-05-29
金居,8358,1710,10,加碼,2026-05-29
景碩,3189,1380,0,持平,2026-05-29
勤誠,8210,680,0,持平,2026-05-29
辛耘,3583,900,0,持平,2026-05-29
華星光,4979,1200,0,持平,2026-05-29
譜瑞-KY,4966,784,0,持平,2026-05-29
穩懋,3105,957,0,持平,2026-05-29
帆宣,6196,870,0,持平,2026-05-29
文曄,3036,1500,0,持平,2026-05-29
強茂,2481,2510,0,持平,2026-05-29
上銀,2049,1010,0,持平,2026-05-29
全新,2455,450,0,持平,2026-05-29
中砂,1560,78,0,持平,2026-05-29
華通,2313,1,0,持平,2026-05-29
