股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-06-08
台光電,2383,4486,0,持平,2026-06-08
聯發科,2454,4405,142,加碼,2026-06-08
智邦,2345,6334,0,持平,2026-06-08
台達電,2308,6572,0,持平,2026-06-08
國巨*,2327,18313,0,持平,2026-06-08
奇鋐,3017,5191,0,持平,2026-06-08
緯穎,6669,2492,0,持平,2026-06-08
旺矽,6223,2169,0,持平,2026-06-08
欣興,3037,12466,0,持平,2026-06-08
金像電,2368,7949,180,加碼,2026-06-08
貿聯-KY,3665,4704,0,持平,2026-06-08
日月光投控,3711,17948,0,持平,2026-06-08
南電,8046,10828,0,持平,2026-06-08
聯電,2303,71690,0,持平,2026-06-08
健策,3653,2267,0,持平,2026-06-08
信驊,5274,422,0,持平,2026-06-08
台燿,6274,4400,0,持平,2026-06-08
穎崴,6515,442,0,持平,2026-06-08
富世達,6805,1761,0,持平,2026-06-08
精測,6510,930,0,持平,2026-06-08
勤誠,8210,2167,0,持平,2026-06-08
廣達,2382,5441,0,持平,2026-06-08
鴻海,2317,7307,0,持平,2026-06-08
嘉澤,3533,852,0,持平,2026-06-08
萬潤,6187,1334,0,持平,2026-06-08
頎邦,6147,5775,0,持平,2026-06-08
漢唐,2404,1200,0,持平,2026-06-08
高力,8996,1034,0,持平,2026-06-08
高技,5439,3528,0,持平,2026-06-08
譜瑞-KY,4966,1642,0,持平,2026-06-08
京元電子,2449,3645,0,持平,2026-06-08
南茂,8150,11635,0,持平,2026-06-08
台表科,6278,3734,0,持平,2026-06-08
創意,3443,167,0,持平,2026-06-08
亞德客-KY,1590,530,0,持平,2026-06-08
金居,8358,980,0,持平,2026-06-08
新日興,3376,1741,0,持平,2026-06-08
精成科,6191,3988,0,持平,2026-06-08
同欣電,6271,686,0,持平,2026-06-08
中鋼,2002,5163,0,持平,2026-06-08
華通,2313,329,0,持平,2026-06-08
東陽,1319,511,0,持平,2026-06-08
富喬,1815,107,0,持平,2026-06-08
世芯-KY,3661,1,0,持平,2026-06-08
大立光,3008,1,0,持平,2026-06-08
美律,2439,18,0,持平,2026-06-08
強茂,2481,5,0,持平,2026-06-08
欣銓,3264,1,0,持平,2026-06-08
世界,5347,1,0,持平,2026-06-08
