股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14200,0,持平,2026-06-01
聯電,2303,79700,0,持平,2026-06-01
欣興,3037,8960,0,持平,2026-06-01
奇鋐,3017,3250,0,持平,2026-06-01
日月光投控,3711,12101,0,持平,2026-06-01
國巨*,2327,8760,0,持平,2026-06-01
台光電,2383,1350,0,持平,2026-06-01
金像電,2368,4700,0,持平,2026-06-01
華邦電,2344,34000,1000,加碼,2026-06-01
台達電,2308,2250,0,持平,2026-06-01
智邦,2345,1950,0,持平,2026-06-01
聯發科,2454,1050,50,加碼,2026-06-01
緯穎,6669,790,0,持平,2026-06-01
旺矽,6223,655,0,持平,2026-06-01
群聯,8299,1163,0,持平,2026-06-01
南電,8046,3550,0,持平,2026-06-01
嘉澤,3533,1160,0,持平,2026-06-01
臻鼎-KY,4958,5492,0,持平,2026-06-01
健策,3653,770,0,持平,2026-06-01
貿聯-KY,3665,1285,0,持平,2026-06-01
旺宏,2337,15350,0,持平,2026-06-01
致茂,2360,840,0,持平,2026-06-01
鴻勁,7769,279,0,持平,2026-06-01
創意,3443,430,30,加碼,2026-06-01
聯亞,3081,680,0,持平,2026-06-01
世界,5347,9911,0,持平,2026-06-01
台燿,6274,1020,0,持平,2026-06-01
光聖,6442,830,0,持平,2026-06-01
穎崴,6515,165,0,持平,2026-06-01
頎邦,6147,5000,0,持平,2026-06-01
環球晶,6488,1497,0,持平,2026-06-01
力旺,3529,390,0,持平,2026-06-01
高力,8996,1169,0,持平,2026-06-01
富世達,6805,570,0,持平,2026-06-01
健鼎,3044,2300,0,持平,2026-06-01
金居,8358,1710,0,持平,2026-06-01
景碩,3189,1380,0,持平,2026-06-01
勤誠,8210,680,0,持平,2026-06-01
信驊,5274,50,-40,減碼,2026-06-01
辛耘,3583,900,0,持平,2026-06-01
華星光,4979,1200,0,持平,2026-06-01
譜瑞-KY,4966,900,116,加碼,2026-06-01
穩懋,3105,957,0,持平,2026-06-01
帆宣,6196,870,0,持平,2026-06-01
強茂,2481,2510,0,持平,2026-06-01
上銀,2049,1010,0,持平,2026-06-01
全新,2455,450,0,持平,2026-06-01
中砂,1560,78,0,持平,2026-06-01
文曄,3036,1,-1499,減碼,2026-06-01
華通,2313,1,0,持平,2026-06-01
