股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12800,-100,減碼,2026-07-01
聯電,2303,75000,0,持平,2026-07-01
國巨*,2327,10050,0,持平,2026-07-01
欣興,3037,8960,0,持平,2026-07-01
奇鋐,3017,3450,70,加碼,2026-07-01
華邦電,2344,38800,0,持平,2026-07-01
台光電,2383,1140,-60,減碼,2026-07-01
旺矽,6223,940,0,持平,2026-07-01
聯發科,2454,1435,0,持平,2026-07-01
智邦,2345,2100,0,持平,2026-07-01
台達電,2308,2430,0,持平,2026-07-01
緯穎,6669,790,0,持平,2026-07-01
臻鼎-KY,4958,6440,0,持平,2026-07-01
日月光投控,3711,5300,300,加碼,2026-07-01
金像電,2368,2750,0,持平,2026-07-01
台燿,6274,1700,0,持平,2026-07-01
景碩,3189,3217,0,持平,2026-07-01
健策,3653,830,0,持平,2026-07-01
嘉澤,3533,1240,0,持平,2026-07-01
高力,8996,1560,0,持平,2026-07-01
創意,3443,450,0,持平,2026-07-01
環球晶,6488,2000,0,持平,2026-07-01
鴻勁,7769,279,0,持平,2026-07-01
穎崴,6515,200,0,持平,2026-07-01
旺宏,2337,10000,0,持平,2026-07-01
南亞,1303,7550,0,持平,2026-07-01
力旺,3529,390,0,持平,2026-07-01
金居,8358,1950,0,持平,2026-07-01
世界,5347,5500,-4411,減碼,2026-07-01
致茂,2360,450,0,持平,2026-07-01
富世達,6805,570,0,持平,2026-07-01
南電,8046,795,0,持平,2026-07-01
辛耘,3583,900,0,持平,2026-07-01
鴻海,2317,3200,0,持平,2026-07-01
信驊,5274,45,0,持平,2026-07-01
頎邦,6147,3500,0,持平,2026-07-01
中砂,1560,1000,100,加碼,2026-07-01
順達,3211,1560,0,持平,2026-07-01
帆宣,6196,1000,0,持平,2026-07-01
譜瑞-KY,4966,900,0,持平,2026-07-01
矽力*-KY,6415,900,0,持平,2026-07-01
光聖,6442,300,0,持平,2026-07-01
上銀,2049,1010,0,持平,2026-07-01
貿聯-KY,3665,166,0,持平,2026-07-01
力成,6239,500,0,持平,2026-07-01
全新,2455,450,0,持平,2026-07-01
華星光,4979,100,-200,減碼,2026-07-01
群聯,8299,1,0,持平,2026-07-01
聯亞,3081,1,0,持平,2026-07-01
勤誠,8210,1,0,持平,2026-07-01
