股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-05-29
台光電,2383,4723,0,持平,2026-05-29
聯發科,2454,4263,0,持平,2026-05-29
台達電,2308,6572,0,持平,2026-05-29
智邦,2345,6231,0,持平,2026-05-29
奇鋐,3017,5191,50,加碼,2026-05-29
國巨*,2327,18313,0,持平,2026-05-29
緯穎,6669,2437,93,加碼,2026-05-29
欣興,3037,12466,0,持平,2026-05-29
旺矽,6223,2169,0,持平,2026-05-29
日月光投控,3711,17948,0,持平,2026-05-29
聯電,2303,71190,0,持平,2026-05-29
金像電,2368,7769,0,持平,2026-05-29
貿聯-KY,3665,4704,0,持平,2026-05-29
南電,8046,10828,-570,減碼,2026-05-29
健策,3653,2267,0,持平,2026-05-29
信驊,5274,422,0,持平,2026-05-29
台燿,6274,4400,249,加碼,2026-05-29
穎崴,6515,442,0,持平,2026-05-29
富世達,6805,1761,0,持平,2026-05-29
勤誠,8210,2167,0,持平,2026-05-29
精測,6510,930,0,持平,2026-05-29
嘉澤,3533,852,0,持平,2026-05-29
鴻海,2317,7307,7306,加碼,2026-05-29
漢唐,2404,1715,0,持平,2026-05-29
京元電子,2449,5208,-3060,減碼,2026-05-29
欣銓,3264,6217,0,持平,2026-05-29
萬潤,6187,1334,0,持平,2026-05-29
頎邦,6147,4631,0,持平,2026-05-29
譜瑞-KY,4966,1642,606,加碼,2026-05-29
高技,5439,3528,0,持平,2026-05-29
南茂,8150,11635,0,持平,2026-05-29
金居,8358,1980,0,持平,2026-05-29
大立光,3008,329,0,持平,2026-05-29
高力,8996,1034,0,持平,2026-05-29
廣達,2382,2491,2491,新增,2026-05-29
台表科,6278,3734,0,持平,2026-05-29
亞德客-KY,1590,530,0,持平,2026-05-29
創意,3443,96,0,持平,2026-05-29
精成科,6191,3988,0,持平,2026-05-29
新日興,3376,1741,0,持平,2026-05-29
同欣電,6271,686,0,持平,2026-05-29
中鋼,2002,5163,0,持平,2026-05-29
華通,2313,329,0,持平,2026-05-29
東陽,1319,511,0,持平,2026-05-29
富喬,1815,107,0,持平,2026-05-29
世芯-KY,3661,1,0,持平,2026-05-29
美律,2439,18,0,持平,2026-05-29
強茂,2481,5,0,持平,2026-05-29
華碩,2357,1,0,持平,2026-05-29
世界,5347,1,0,持平,2026-05-29
