股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-06-29
國巨*,2327,25098,0,持平,2026-06-29
台光電,2383,4486,0,持平,2026-06-29
聯發科,2454,5037,0,持平,2026-06-29
智邦,2345,6334,0,持平,2026-06-29
欣興,3037,14735,0,持平,2026-06-29
旺矽,6223,2367,15,加碼,2026-06-29
聯電,2303,86550,0,持平,2026-06-29
奇鋐,3017,5191,0,持平,2026-06-29
緯穎,6669,2417,0,持平,2026-06-29
台達電,2308,5614,0,持平,2026-06-29
南電,8046,8917,0,持平,2026-06-29
金像電,2368,8315,0,持平,2026-06-29
貿聯-KY,3665,4834,0,持平,2026-06-29
日月光投控,3711,12742,0,持平,2026-06-29
台燿,6274,5058,0,持平,2026-06-29
健策,3653,2267,0,持平,2026-06-29
信驊,5274,379,0,持平,2026-06-29
富世達,6805,1811,0,持平,2026-06-29
勤誠,8210,2267,0,持平,2026-06-29
精測,6510,830,-100,減碼,2026-06-29
穎崴,6515,281,0,持平,2026-06-29
嘉澤,3533,852,0,持平,2026-06-29
鴻海,2317,7307,0,持平,2026-06-29
京元電子,2449,4481,0,持平,2026-06-29
頎邦,6147,6275,0,持平,2026-06-29
萬潤,6187,1334,0,持平,2026-06-29
高技,5439,3528,0,持平,2026-06-29
台表科,6278,4334,0,持平,2026-06-29
同欣電,6271,2966,0,持平,2026-06-29
亞德客-KY,1590,530,0,持平,2026-06-29
譜瑞-KY,4966,1116,0,持平,2026-06-29
金居,8358,980,0,持平,2026-06-29
精成科,6191,3988,0,持平,2026-06-29
新日興,3376,1741,0,持平,2026-06-29
欣銓,3264,1508,0,持平,2026-06-29
環球晶,6488,350,0,持平,2026-06-29
中鋼,2002,5163,0,持平,2026-06-29
富喬,1815,107,0,持平,2026-06-29
創意,3443,1,0,持平,2026-06-29
大立光,3008,1,0,持平,2026-06-29
世芯-KY,3661,1,0,持平,2026-06-29
美律,2439,18,0,持平,2026-06-29
高力,8996,1,0,持平,2026-06-29
強茂,2481,5,0,持平,2026-06-29
臻鼎-KY,4958,1,0,持平,2026-06-29
廣達,2382,1,0,持平,2026-06-29
華通,2313,1,0,持平,2026-06-29
世界,5347,1,0,持平,2026-06-29
南茂,8150,1,0,持平,2026-06-29
