股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14200,0,持平,2026-06-05
聯電,2303,68000,0,持平,2026-06-05
奇鋐,3017,3250,0,持平,2026-06-05
欣興,3037,8960,0,持平,2026-06-05
日月光投控,3711,12101,0,持平,2026-06-05
國巨*,2327,8760,0,持平,2026-06-05
台光電,2383,1350,0,持平,2026-06-05
金像電,2368,4700,0,持平,2026-06-05
華邦電,2344,36000,0,持平,2026-06-05
台達電,2308,2250,0,持平,2026-06-05
智邦,2345,2060,0,持平,2026-06-05
聯發科,2454,1050,0,持平,2026-06-05
旺矽,6223,780,40,加碼,2026-06-05
緯穎,6669,790,0,持平,2026-06-05
健策,3653,830,0,持平,2026-06-05
嘉澤,3533,1240,0,持平,2026-06-05
臻鼎-KY,4958,5492,0,持平,2026-06-05
旺宏,2337,16350,0,持平,2026-06-05
貿聯-KY,3665,1090,0,持平,2026-06-05
致茂,2360,840,0,持平,2026-06-05
台燿,6274,1300,100,加碼,2026-06-05
鴻勁,7769,279,0,持平,2026-06-05
聯亞,3081,720,0,持平,2026-06-05
創意,3443,430,0,持平,2026-06-05
光聖,6442,830,0,持平,2026-06-05
世界,5347,9911,0,持平,2026-06-05
頎邦,6147,5600,600,加碼,2026-06-05
穎崴,6515,165,0,持平,2026-06-05
力旺,3529,390,0,持平,2026-06-05
高力,8996,1169,0,持平,2026-06-05
環球晶,6488,1497,0,持平,2026-06-05
富世達,6805,570,0,持平,2026-06-05
金居,8358,1710,0,持平,2026-06-05
景碩,3189,1380,0,持平,2026-06-05
勤誠,8210,680,0,持平,2026-06-05
南電,8046,1080,-2470,減碼,2026-06-05
鴻海,2317,3200,0,持平,2026-06-05
群聯,8299,350,-350,減碼,2026-06-05
信驊,5274,45,0,持平,2026-06-05
辛耘,3583,900,0,持平,2026-06-05
華星光,4979,1200,0,持平,2026-06-05
譜瑞-KY,4966,900,0,持平,2026-06-05
健鼎,3044,1000,0,持平,2026-06-05
穩懋,3105,957,0,持平,2026-06-05
南亞,1303,4300,700,加碼,2026-06-05
帆宣,6196,870,0,持平,2026-06-05
上銀,2049,1010,0,持平,2026-06-05
強茂,2481,1100,0,持平,2026-06-05
全新,2455,450,0,持平,2026-06-05
中砂,1560,78,0,持平,2026-06-05
