股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12680,0,持平,2026-08-10
聯電,2303,79000,0,持平,2026-08-10
奇鋐,3017,3450,0,持平,2026-08-10
欣興,3037,8460,0,持平,2026-08-10
台光電,2383,1550,55,加碼,2026-08-10
聯發科,2454,2000,0,持平,2026-08-10
華邦電,2344,42300,0,持平,2026-08-10
旺矽,6223,1050,0,持平,2026-08-10
台達電,2308,3040,0,持平,2026-08-10
國巨*,2327,9000,1000,加碼,2026-08-10
日月光投控,3711,8000,500,加碼,2026-08-10
智邦,2345,2307,0,持平,2026-08-10
健策,3653,877,-153,減碼,2026-08-10
景碩,3189,4250,0,持平,2026-08-10
信驊,5274,200,16,加碼,2026-08-10
緯穎,6669,500,0,持平,2026-08-10
貿聯-KY,3665,1200,0,持平,2026-08-10
台燿,6274,1680,0,持平,2026-08-10
嘉澤,3533,1240,0,持平,2026-08-10
創意,3443,510,0,持平,2026-08-10
環球晶,6488,2646,0,持平,2026-08-10
南電,8046,1750,0,持平,2026-08-10
致茂,2360,897,0,持平,2026-08-10
臻鼎-KY,4958,3700,-1500,減碼,2026-08-10
高力,8996,1600,0,持平,2026-08-10
力成,6239,5360,30,加碼,2026-08-10
富世達,6805,700,0,持平,2026-08-10
大立光,3008,260,0,持平,2026-08-10
鴻勁,7769,175,-25,減碼,2026-08-10
中砂,1560,1500,0,持平,2026-08-10
旺宏,2337,7498,0,持平,2026-08-10
鴻海,2317,3200,0,持平,2026-08-10
聯鈞,3450,1600,200,加碼,2026-08-10
順達,3211,2000,0,持平,2026-08-10
辛耘,3583,900,0,持平,2026-08-10
金居,8358,1312,0,持平,2026-08-10
上銀,2049,1010,0,持平,2026-08-10
光聖,6442,225,0,持平,2026-08-10
譜瑞-KY,4966,500,0,持平,2026-08-10
漢唐,2404,250,0,持平,2026-08-10
南亞,1303,1000,0,持平,2026-08-10
欣銓,3264,700,0,持平,2026-08-10
強茂,2481,1100,0,持平,2026-08-10
長興,1717,1900,400,加碼,2026-08-10
全新,2455,336,0,持平,2026-08-10
矽力*-KY,6415,250,-50,減碼,2026-08-10
啟碁,6285,350,0,持平,2026-08-10
群聯,8299,1,0,持平,2026-08-10
帆宣,6196,1,0,持平,2026-08-10
世界,5347,1,0,持平,2026-08-10
