股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,13770,1330,加碼,2026-05-18
聯電,2303,67400,7740,加碼,2026-05-18
奇鋐,3017,2720,60,加碼,2026-05-18
台光電,2383,1350,106,加碼,2026-05-18
欣興,3037,7400,150,加碼,2026-05-18
日月光投控,3711,9940,1020,加碼,2026-05-18
金像電,2368,3860,90,加碼,2026-05-18
智邦,2345,1720,220,加碼,2026-05-18
台達電,2308,1823,0,持平,2026-05-18
國巨*,2327,7100,1520,加碼,2026-05-18
旺矽,6223,560,100,加碼,2026-05-18
緯穎,6669,650,40,加碼,2026-05-18
華邦電,2344,24600,2600,加碼,2026-05-18
群聯,8299,1163,35,加碼,2026-05-18
貿聯-KY,3665,1285,125,加碼,2026-05-18
信驊,5274,155,5,加碼,2026-05-18
旺宏,2337,14232,400,加碼,2026-05-18
南電,8046,2655,65,加碼,2026-05-18
嘉澤,3533,710,105,加碼,2026-05-18
世界,5347,9911,10,加碼,2026-05-18
臻鼎-KY,4958,4045,95,加碼,2026-05-18
穎崴,6515,140,20,加碼,2026-05-18
健策,3653,430,0,持平,2026-05-18
國泰金,2882,16001,0,持平,2026-05-18
致茂,2360,529,0,持平,2026-05-18
鴻勁,7769,166,0,持平,2026-05-18
高力,8996,970,42,加碼,2026-05-18
健鼎,3044,1894,0,持平,2026-05-18
力旺,3529,255,0,持平,2026-05-18
頎邦,6147,4000,900,加碼,2026-05-18
辛耘,3583,900,80,加碼,2026-05-18
華通,2313,3031,0,持平,2026-05-18
勤誠,8210,553,0,持平,2026-05-18
金居,8358,1700,0,持平,2026-05-18
台燿,6274,551,0,持平,2026-05-18
聯亞,3081,255,0,持平,2026-05-18
創意,3443,145,0,持平,2026-05-18
光聖,6442,360,80,加碼,2026-05-18
中信金,2891,11801,0,持平,2026-05-18
文曄,3036,2365,0,持平,2026-05-18
譜瑞-KY,4966,784,0,持平,2026-05-18
順達,3211,1601,0,持平,2026-05-18
中砂,1560,851,0,持平,2026-05-18
聯發科,2454,155,0,持平,2026-05-18
華星光,4979,860,0,持平,2026-05-18
穩懋,3105,957,0,持平,2026-05-18
富世達,6805,215,0,持平,2026-05-18
強茂,2481,2510,0,持平,2026-05-18
上銀,2049,601,0,持平,2026-05-18
全新,2455,145,0,持平,2026-05-18
