股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-06-12
台光電,2383,4486,0,持平,2026-06-12
聯發科,2454,4649,0,持平,2026-06-12
國巨*,2327,21168,0,持平,2026-06-12
智邦,2345,6334,0,持平,2026-06-12
旺矽,6223,2279,110,加碼,2026-06-12
台達電,2308,6572,0,持平,2026-06-12
奇鋐,3017,5191,0,持平,2026-06-12
緯穎,6669,2492,0,持平,2026-06-12
欣興,3037,12466,0,持平,2026-06-12
貿聯-KY,3665,4834,50,加碼,2026-06-12
金像電,2368,8315,0,持平,2026-06-12
日月光投控,3711,17948,0,持平,2026-06-12
聯電,2303,75890,2200,加碼,2026-06-12
南電,8046,10828,0,持平,2026-06-12
健策,3653,2267,0,持平,2026-06-12
信驊,5274,422,0,持平,2026-06-12
台燿,6274,4763,0,持平,2026-06-12
穎崴,6515,442,0,持平,2026-06-12
精測,6510,930,0,持平,2026-06-12
勤誠,8210,2267,0,持平,2026-06-12
富世達,6805,1811,50,加碼,2026-06-12
嘉澤,3533,852,0,持平,2026-06-12
鴻海,2317,7307,0,持平,2026-06-12
漢唐,2404,1200,0,持平,2026-06-12
萬潤,6187,1334,0,持平,2026-06-12
頎邦,6147,5775,0,持平,2026-06-12
高力,8996,1034,0,持平,2026-06-12
高技,5439,3528,0,持平,2026-06-12
創意,3443,258,91,加碼,2026-06-12
南茂,8150,11635,0,持平,2026-06-12
譜瑞-KY,4966,1642,0,持平,2026-06-12
京元電子,2449,3645,0,持平,2026-06-12
台表科,6278,4334,600,加碼,2026-06-12
臻鼎-KY,4958,1428,1428,新增,2026-06-12
亞德客-KY,1590,530,0,持平,2026-06-12
金居,8358,980,0,持平,2026-06-12
精成科,6191,3988,0,持平,2026-06-12
新日興,3376,1741,0,持平,2026-06-12
同欣電,6271,1066,380,加碼,2026-06-12
中鋼,2002,5163,0,持平,2026-06-12
華通,2313,329,0,持平,2026-06-12
東陽,1319,278,0,持平,2026-06-12
富喬,1815,107,0,持平,2026-06-12
世芯-KY,3661,1,0,持平,2026-06-12
大立光,3008,1,0,持平,2026-06-12
美律,2439,18,0,持平,2026-06-12
強茂,2481,5,0,持平,2026-06-12
廣達,2382,1,0,持平,2026-06-12
欣銓,3264,1,0,持平,2026-06-12
世界,5347,1,0,持平,2026-06-12
