股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12000,0,持平,2026-08-25
台光電,2383,1690,0,持平,2026-08-25
欣興,3037,8460,0,持平,2026-08-25
奇鋐,3017,3100,100,加碼,2026-08-25
聯發科,2454,2110,0,持平,2026-08-25
聯電,2303,60000,0,持平,2026-08-25
旺矽,6223,1100,0,持平,2026-08-25
健策,3653,1080,0,持平,2026-08-25
國巨*,2327,9785,0,持平,2026-08-25
台達電,2308,3040,0,持平,2026-08-25
日月光投控,3711,8000,0,持平,2026-08-25
智邦,2345,2307,0,持平,2026-08-25
緯穎,6669,630,20,加碼,2026-08-25
大立光,3008,626,0,持平,2026-08-25
景碩,3189,4250,0,持平,2026-08-25
創意,3443,610,0,持平,2026-08-25
南電,8046,2640,0,持平,2026-08-25
信驊,5274,180,0,持平,2026-08-25
環球晶,6488,2800,0,持平,2026-08-25
華邦電,2344,15000,0,持平,2026-08-25
台燿,6274,1800,0,持平,2026-08-25
貿聯-KY,3665,1200,0,持平,2026-08-25
高力,8996,1720,120,加碼,2026-08-25
致茂,2360,1000,0,持平,2026-08-25
南亞,1303,10000,1000,加碼,2026-08-25
力成,6239,5360,0,持平,2026-08-25
富世達,6805,780,80,加碼,2026-08-25
鴻勁,7769,130,0,持平,2026-08-25
鴻海,2317,3200,0,持平,2026-08-25
順達,3211,2000,0,持平,2026-08-25
辛耘,3583,800,0,持平,2026-08-25
旺宏,2337,4500,0,持平,2026-08-25
川湖,2059,35,0,持平,2026-08-25
嘉澤,3533,300,-225,減碼,2026-08-25
光聖,6442,225,0,持平,2026-08-25
金居,8358,800,0,持平,2026-08-25
漢唐,2404,250,0,持平,2026-08-25
中砂,1560,393,0,持平,2026-08-25
臻鼎-KY,4958,500,0,持平,2026-08-25
聯鈞,3450,400,-1400,減碼,2026-08-25
長興,1717,2500,0,持平,2026-08-25
欣銓,3264,700,0,持平,2026-08-25
譜瑞-KY,4966,220,-280,減碼,2026-08-25
全新,2455,200,0,持平,2026-08-25
啟碁,6285,350,0,持平,2026-08-25
群聯,8299,1,0,持平,2026-08-25
帆宣,6196,1,0,持平,2026-08-25
上銀,2049,1,0,持平,2026-08-25
世界,5347,1,0,持平,2026-08-25
強茂,2481,1,0,持平,2026-08-25
