股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,14000,0,持平,2026-05-21
聯電,2303,75500,2100,加碼,2026-05-21
奇鋐,3017,3140,220,加碼,2026-05-21
欣興,3037,8520,220,加碼,2026-05-21
台光電,2383,1350,0,持平,2026-05-21
金像電,2368,4390,230,加碼,2026-05-21
日月光投控,3711,9940,0,持平,2026-05-21
智邦,2345,1880,0,持平,2026-05-21
國巨*,2327,7801,51,加碼,2026-05-21
緯穎,6669,725,45,加碼,2026-05-21
台達電,2308,1823,0,持平,2026-05-21
旺矽,6223,560,0,持平,2026-05-21
華邦電,2344,27300,2700,加碼,2026-05-21
貿聯-KY,3665,1285,0,持平,2026-05-21
群聯,8299,1163,0,持平,2026-05-21
南電,8046,3100,445,加碼,2026-05-21
信驊,5274,155,0,持平,2026-05-21
臻鼎-KY,4958,5400,550,加碼,2026-05-21
嘉澤,3533,915,65,加碼,2026-05-21
旺宏,2337,14232,0,持平,2026-05-21
世界,5347,9911,0,持平,2026-05-21
穎崴,6515,165,25,加碼,2026-05-21
健策,3653,430,0,持平,2026-05-21
致茂,2360,630,0,持平,2026-05-21
鴻勁,7769,166,0,持平,2026-05-21
光聖,6442,680,160,加碼,2026-05-21
創意,3443,223,33,加碼,2026-05-21
健鼎,3044,2300,200,加碼,2026-05-21
頎邦,6147,5000,300,加碼,2026-05-21
華通,2313,4300,0,持平,2026-05-21
高力,8996,1040,40,加碼,2026-05-21
力旺,3529,305,35,加碼,2026-05-21
勤誠,8210,680,127,加碼,2026-05-21
富世達,6805,500,100,加碼,2026-05-21
金居,8358,1700,0,持平,2026-05-21
聯亞,3081,320,0,持平,2026-05-21
聯發科,2454,222,67,加碼,2026-05-21
辛耘,3583,900,0,持平,2026-05-21
台燿,6274,551,0,持平,2026-05-21
文曄,3036,2365,0,持平,2026-05-21
譜瑞-KY,4966,784,0,持平,2026-05-21
順達,3211,1601,0,持平,2026-05-21
國泰金,2882,6985,-9016,減碼,2026-05-21
華星光,4979,860,0,持平,2026-05-21
穩懋,3105,957,0,持平,2026-05-21
上銀,2049,1010,0,持平,2026-05-21
強茂,2481,2510,0,持平,2026-05-21
全新,2455,300,155,加碼,2026-05-21
中砂,1560,78,0,持平,2026-05-21
帆宣,6196,110,110,新增,2026-05-21
中信金,2891,0,-11801,清空,2026-05-21
