股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12440,0,持平,2026-05-14
奇鋐,3017,2660,0,持平,2026-05-14
欣興,3037,7250,1561,加碼,2026-05-14
台光電,2383,1244,0,持平,2026-05-14
聯電,2303,55032,1182,加碼,2026-05-14
金像電,2368,3770,829,加碼,2026-05-14
日月光投控,3711,8920,0,持平,2026-05-14
台達電,2308,1823,0,持平,2026-05-14
智邦,2345,1430,0,持平,2026-05-14
緯穎,6669,610,0,持平,2026-05-14
群聯,8299,1128,0,持平,2026-05-14
信驊,5274,150,5,加碼,2026-05-14
貿聯-KY,3665,1160,0,持平,2026-05-14
旺宏,2337,13832,0,持平,2026-05-14
南電,8046,2590,0,持平,2026-05-14
華邦電,2344,15690,8490,加碼,2026-05-14
旺矽,6223,300,0,持平,2026-05-14
世界,5347,9901,0,持平,2026-05-14
臻鼎-KY,4958,3950,350,加碼,2026-05-14
國巨*,2327,3560,0,持平,2026-05-14
嘉澤,3533,605,0,持平,2026-05-14
健策,3653,430,0,持平,2026-05-14
鴻勁,7769,166,0,持平,2026-05-14
國泰金,2882,16001,0,持平,2026-05-14
致茂,2360,529,0,持平,2026-05-14
力旺,3529,255,0,持平,2026-05-14
高力,8996,928,45,加碼,2026-05-14
健鼎,3044,1894,0,持平,2026-05-14
穎崴,6515,79,0,持平,2026-05-14
勤誠,8210,553,0,持平,2026-05-14
台燿,6274,551,0,持平,2026-05-14
辛耘,3583,820,86,加碼,2026-05-14
聯亞,3081,255,0,持平,2026-05-14
華通,2313,3031,0,持平,2026-05-14
創意,3443,145,0,持平,2026-05-14
金居,8358,1700,149,加碼,2026-05-14
中信金,2891,11801,0,持平,2026-05-14
文曄,3036,2365,0,持平,2026-05-14
譜瑞-KY,4966,784,0,持平,2026-05-14
順達,3211,1601,0,持平,2026-05-14
頎邦,6147,3100,0,持平,2026-05-14
中砂,1560,851,0,持平,2026-05-14
聯發科,2454,155,0,持平,2026-05-14
華星光,4979,860,0,持平,2026-05-14
穩懋,3105,957,0,持平,2026-05-14
光聖,6442,210,50,加碼,2026-05-14
富世達,6805,215,0,持平,2026-05-14
強茂,2481,2001,0,持平,2026-05-14
上銀,2049,601,0,持平,2026-05-14
全新,2455,145,0,持平,2026-05-14
